
Project:     span1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (TOW)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

      GPSTime Week         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
        (sec) week       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 34158.550000 2047   22 18 07.67930  114 11 25.43103        2.878        0.000        0.000     0.001    -0.009     0.009 3     -1.86450    0.52260  138.14760
 34158.650000 2047   22 18 07.67930  114 11 25.43103        2.878        0.000        0.000    -0.016    -0.018    -0.018 3     -1.82320    0.52510  138.15980
 34158.750000 2047   22 18 07.67930  114 11 25.43103        2.878        0.000        0.000    -0.002    -0.002    -0.008 3     -1.78880    0.51930  138.15750
 34158.850000 2047   22 18 07.67930  114 11 25.43102        2.878        0.000        0.000    -0.023    -0.027    -0.039 3     -1.68760    0.54080  138.16320
 34158.950000 2047   22 18 07.67929  114 11 25.43102        2.878        0.000        0.000     0.045    -0.007     0.010 3     -1.72110    0.49040  138.17240
 34159.050000 2047   22 18 07.67896  114 11 25.43070        2.867        0.000        0.000     0.023     0.016     0.013 3     -1.83260    0.44710  138.20820
 34159.150000 2047   22 18 07.67905  114 11 25.43072        2.867        0.000        0.000    -0.011     0.036    -0.017 3     -1.89700    0.48180  138.18650
 34159.250000 2047   22 18 07.67914  114 11 25.43069        2.867        0.000        0.000    -0.002     0.015     0.008 3     -1.91590    0.51420  138.16690
 34159.350000 2047   22 18 07.67915  114 11 25.43072        2.868        0.000        0.000     0.003    -0.009     0.012 3     -1.94750    0.49310  138.14650
 34159.450000 2047   22 18 07.67909  114 11 25.43068        2.868        0.000        0.000    -0.019    -0.019    -0.013 3     -1.89510    0.48750  138.15650
 34159.550000 2047   22 18 07.67904  114 11 25.43062        2.868        0.000        0.000    -0.016    -0.015    -0.001 3     -1.82490    0.49050  138.16110
 34159.650000 2047   22 18 07.67902  114 11 25.43061        2.867        0.000        0.000     0.011     0.006    -0.007 3     -1.80160    0.49020  138.15970
 34159.750000 2047   22 18 07.67905  114 11 25.43064        2.868        0.000        0.000     0.006     0.009     0.009 3     -1.83460    0.48490  138.15970
 34159.850000 2047   22 18 07.67908  114 11 25.43066        2.868        0.000        0.000     0.002     0.010    -0.007 3     -1.86250    0.48600  138.16210
 34159.950000 2047   22 18 07.67909  114 11 25.43065        2.868        0.000        0.000    -0.008    -0.008     0.003 3     -1.85690    0.49530  138.15800
 34160.050000 2047   22 18 07.67908  114 11 25.43065        2.868        0.000        0.000     0.006     0.004    -0.003 3     -1.84440    0.48420  138.15760
 34160.150000 2047   22 18 07.67909  114 11 25.43065        2.868        0.000        0.000    -0.003     0.006    -0.003 3     -1.85750    0.48800  138.16170
 34160.250000 2047   22 18 07.67911  114 11 25.43066        2.868        0.000        0.000     0.004     0.011     0.001 3     -1.86500    0.49380  138.15850
 34160.350000 2047   22 18 07.67912  114 11 25.43066        2.868        0.000        0.000    -0.006     0.001    -0.005 3     -1.87650    0.49360  138.15890
 34160.450000 2047   22 18 07.67914  114 11 25.43068        2.869        0.000        0.000     0.050     0.047     0.029 3     -1.89100    0.49520  138.15000
 34160.550000 2047   22 18 07.67917  114 11 25.43070        2.867        0.000        0.000    -0.019    -0.003    -0.081 3     -1.92140    0.50880  138.14300
 34160.650000 2047   22 18 07.67916  114 11 25.43068        2.869        0.000        0.000    -0.014    -0.021     0.031 3     -1.88370    0.48910  138.15600
 34160.750000 2047   22 18 07.67915  114 11 25.43067        2.868        0.000        0.000     0.004     0.003    -0.026 3     -1.87810    0.49070  138.15900
 34160.850000 2047   22 18 07.67915  114 11 25.43066        2.868        0.000        0.000     0.004     0.007     0.012 3     -1.86710    0.49490  138.15830
 34160.950000 2047   22 18 07.67918  114 11 25.43068        2.868        0.000        0.000     0.006     0.014    -0.015 3     -1.88370    0.49190  138.15870
 34161.050000 2047   22 18 07.67919  114 11 25.43069        2.868        0.000        0.000    -0.005     0.002     0.009 3     -1.89050    0.49200  138.15920
 34161.150000 2047   22 18 07.67919  114 11 25.43069        2.868        0.000        0.000     0.001     0.007    -0.011 3     -1.88740    0.49080  138.16030
 34161.250000 2047   22 18 07.67919  114 11 25.43068        2.868        0.000        0.000    -0.005    -0.002     0.005 3     -1.88480    0.49120  138.15900
 34161.350000 2047   22 18 07.67920  114 11 25.43069        2.868        0.000        0.000     0.007     0.012    -0.008 3     -1.88680    0.49050  138.16130
 34161.450000 2047   22 18 07.67921  114 11 25.43069        2.868        0.000        0.000    -0.002     0.002    -0.001 3     -1.89620    0.49470  138.15960
 34161.550000 2047   22 18 07.67921  114 11 25.43069        2.868        0.000        0.000     0.004     0.004    -0.002 3     -1.88930    0.48910  138.15880
 34161.650000 2047   22 18 07.67921  114 11 25.43069        2.868        0.000        0.000     0.000     0.002    -0.004 3     -1.89940    0.48920  138.15910
 34161.750000 2047   22 18 07.67921  114 11 25.43070        2.869        0.000        0.000     0.001     0.002     0.002 3     -1.89690    0.48160  138.15430
 34161.850000 2047   22 18 07.67921  114 11 25.43070        2.868        0.000        0.000    -0.002     0.003    -0.009 3     -1.89970    0.47800  138.15580
 34161.950000 2047   22 18 07.67920  114 11 25.43067        2.868        0.000        0.000    -0.010    -0.001     0.004 3     -1.87900    0.48190  138.15590
 34162.050000 2047   22 18 07.67921  114 11 25.43064        2.868        0.000        0.000     0.000     0.008    -0.012 3     -1.85630    0.48830  138.15820
 34162.150000 2047   22 18 07.67921  114 11 25.43065        2.868        0.000        0.000     0.015     0.003     0.015 3     -1.86650    0.49490  138.15370
 34162.250000 2047   22 18 07.67922  114 11 25.43067        2.869        0.000        0.000     0.008     0.013    -0.012 3     -1.89740    0.48440  138.15020
 34162.350000 2047   22 18 07.67923  114 11 25.43068        2.869        0.000        0.000    -0.013    -0.004     0.011 3     -1.89500    0.49080  138.15690
 34162.450000 2047   22 18 07.67923  114 11 25.43069        2.869        0.000        0.000     0.002    -0.001    -0.008 3     -1.87300    0.49110  138.15400
 34162.550000 2047   22 18 07.67923  114 11 25.43069        2.869        0.000        0.000     0.005     0.000     0.007 3     -1.87610    0.48350  138.15020
 34162.650000 2047   22 18 07.67923  114 11 25.43070        2.869        0.000        0.000     0.017     0.011    -0.005 3     -1.89900    0.47840  138.15420
 34162.750000 2047   22 18 07.67923  114 11 25.43071        2.869        0.000        0.000     0.000     0.004     0.003 3     -1.91780    0.48800  138.15690
 34162.850000 2047   22 18 07.67924  114 11 25.43072        2.870        0.000        0.000     0.003     0.006    -0.002 3     -1.91700    0.49160  138.15450
 34162.950000 2047   22 18 07.67924  114 11 25.43073        2.870        0.000        0.000    -0.001    -0.005     0.003 3     -1.90620    0.49370  138.15600
 34163.050000 2047   22 18 07.67924  114 11 25.43074        2.870        0.000        0.000    -0.013     0.003    -0.013 3     -1.88620    0.48590  138.15540
 34163.150000 2047   22 18 07.67924  114 11 25.43074        2.870        0.000        0.000    -0.007    -0.001    -0.008 3     -1.86840    0.50780  138.15370
 34163.250000 2047   22 18 07.67924  114 11 25.43075        2.870        0.000        0.000     0.002     0.002     0.002 3     -1.86100    0.52060  138.15300
 34163.350000 2047   22 18 07.67924  114 11 25.43075        2.870        0.000        0.000    -0.002    -0.005    -0.005 3     -1.86180    0.51850  138.15390
 34163.450000 2047   22 18 07.67924  114 11 25.43075        2.870        0.000        0.000    -0.013     0.002    -0.001 3     -1.82630    0.53230  138.16020
 34163.550000 2047   22 18 07.67924  114 11 25.43074        2.870        0.000        0.000    -0.005     0.002    -0.012 3     -1.81120    0.56970  138.16110
 34163.650000 2047   22 18 07.67924  114 11 25.43073        2.870        0.000        0.000     0.001    -0.006     0.017 3     -1.79780    0.56140  138.15700
 34163.750000 2047   22 18 07.67924  114 11 25.43073        2.870        0.000        0.000    -0.005     0.010    -0.011 3     -1.79920    0.56110  138.15240
 34163.850000 2047   22 18 07.67924  114 11 25.43072        2.870        0.000        0.000    -0.015    -0.007     0.004 3     -1.78210    0.58460  138.15270
 34163.950000 2047   22 18 07.67924  114 11 25.43071        2.870        0.000        0.000     0.004    -0.002     0.004 3     -1.75970    0.57090  138.15090
 34164.050000 2047   22 18 07.67922  114 11 25.43055        2.872        0.000        0.000    -0.004     0.003    -0.001 3     -1.76210    0.57020  138.14900
 34164.150000 2047   22 18 07.67923  114 11 25.43053        2.873        0.000        0.000     0.000     0.007     0.005 3     -1.76020    0.57810  138.15050
 34164.250000 2047   22 18 07.67923  114 11 25.43051        2.873        0.000        0.000    -0.003     0.001    -0.002 3     -1.76320    0.57890  138.15000
 34164.350000 2047   22 18 07.67924  114 11 25.43050        2.873        0.000        0.000     0.001     0.007     0.007 3     -1.76040    0.57670  138.14870
 34164.450000 2047   22 18 07.67925  114 11 25.43048        2.874        0.000        0.000    -0.010    -0.002     0.000 3     -1.76730    0.57770  138.14790
 34164.550000 2047   22 18 07.67925  114 11 25.43047        2.874        0.000        0.000     0.005     0.006     0.008 3     -1.76230    0.56870  138.14730
 34164.650000 2047   22 18 07.67927  114 11 25.43046        2.875        0.000        0.000    -0.001     0.005    -0.002 3     -1.77590    0.57220  138.15260
 34164.750000 2047   22 18 07.67928  114 11 25.43045        2.875        0.000        0.000     0.001     0.006     0.006 3     -1.78030    0.57730  138.15030
 34164.850000 2047   22 18 07.67928  114 11 25.43042        2.875        0.000        0.000    -0.007    -0.004    -0.005 3     -1.77390    0.58480  138.15070
 34164.950000 2047   22 18 07.67927  114 11 25.43040        2.876        0.000        0.000     0.000     0.002     0.015 3     -1.76210    0.57780  138.14600
 34165.050000 2047   22 18 07.67928  114 11 25.43038        2.877        0.000        0.000    -0.008     0.004    -0.007 3     -1.76480    0.57970  138.14620
 34165.150000 2047   22 18 07.67928  114 11 25.43037        2.877        0.000        0.000     0.002     0.001     0.014 3     -1.76810    0.57630  138.14540
 34165.250000 2047   22 18 07.67929  114 11 25.43036        2.878        0.000        0.000    -0.003     0.008    -0.008 3     -1.77590    0.57460  138.14930
 34165.350000 2047   22 18 07.67930  114 11 25.43034        2.879        0.000        0.000    -0.004     0.000     0.016 3     -1.78140    0.58070  138.14760
 34165.450000 2047   22 18 07.67929  114 11 25.43032        2.879        0.000        0.000     0.005     0.005    -0.007 3     -1.77940    0.57680  138.14800
 34165.550000 2047   22 18 07.67931  114 11 25.43030        2.880        0.000        0.000    -0.004     0.007     0.014 3     -1.78380    0.57880  138.15160
 34165.650000 2047   22 18 07.67932  114 11 25.43029        2.880        0.000        0.000     0.003     0.008    -0.005 3     -1.80010    0.58450  138.14800
 34165.750000 2047   22 18 07.67932  114 11 25.43029        2.881        0.000        0.000    -0.002     0.002     0.015 3     -1.79920    0.57800  138.14790
 34165.850000 2047   22 18 07.67937  114 11 25.43031        2.882        0.000        0.000     0.023     0.031     0.008 3     -1.82340    0.56040  138.16150
 34165.950000 2047   22 18 07.67937  114 11 25.43028        2.882        0.000        0.000    -0.008     0.006     0.001 3     -1.85230    0.58060  138.14280
 34166.050000 2047   22 18 07.67937  114 11 25.43025        2.883        0.000        0.000    -0.004     0.006     0.002 3     -1.81690    0.57260  138.15760
 34166.150000 2047   22 18 07.67936  114 11 25.43023        2.883        0.000        0.000    -0.001     0.004     0.009 3     -1.82190    0.57790  138.15060
 34166.250000 2047   22 18 07.67938  114 11 25.43023        2.884        0.000        0.000     0.008     0.013    -0.001 3     -1.83000    0.57570  138.15110
 34166.350000 2047   22 18 07.67938  114 11 25.43021        2.885        0.000        0.000    -0.011    -0.001     0.009 3     -1.83500    0.57980  138.15390
 34166.450000 2047   22 18 07.67937  114 11 25.43019        2.886        0.000        0.000     0.003     0.006     0.000 3     -1.81280    0.57540  138.14970
 34166.550000 2047   22 18 07.67936  114 11 25.43018        2.887        0.000        0.000    -0.007    -0.001     0.013 3     -1.81750    0.56880  138.14870
 34166.650000 2047   22 18 07.67936  114 11 25.43015        2.888        0.000        0.000    -0.005     0.006     0.004 3     -1.80520    0.56920  138.14350
 34166.750000 2047   22 18 07.67935  114 11 25.43011        2.889        0.000        0.000    -0.007     0.004     0.011 3     -1.78620    0.57250  138.15180
 34166.850000 2047   22 18 07.67937  114 11 25.43010        2.889        0.000        0.000     0.006     0.016    -0.001 3     -1.79560    0.57600  138.14800
 34166.950000 2047   22 18 07.67939  114 11 25.43009        2.890        0.000        0.000    -0.004     0.004     0.011 3     -1.80520    0.58360  138.14850
 34167.050000 2047   22 18 07.67939  114 11 25.43007        2.891        0.000        0.000    -0.001     0.009     0.004 3     -1.79560    0.57750  138.14790
 34167.150000 2047   22 18 07.67940  114 11 25.43005        2.892        0.000        0.000    -0.006     0.004     0.011 3     -1.79240    0.58420  138.14720
 34167.250000 2047   22 18 07.67942  114 11 25.43005        2.892        0.000        0.000     0.004     0.013     0.004 3     -1.79040    0.58240  138.14960
 34167.350000 2047   22 18 07.67944  114 11 25.43005        2.893        0.000        0.000    -0.006     0.004     0.011 3     -1.80310    0.58010  138.14740
 34167.450000 2047   22 18 07.67945  114 11 25.43004        2.893        0.000        0.000     0.000     0.011     0.004 3     -1.79550    0.58160  138.14900
 34167.550000 2047   22 18 07.67946  114 11 25.43002        2.894        0.000        0.000    -0.010     0.002     0.009 3     -1.79300    0.58490  138.14870
 34167.650000 2047   22 18 07.67949  114 11 25.43001        2.894        0.000        0.000     0.004     0.015     0.004 3     -1.78940    0.58300  138.14820
 34167.750000 2047   22 18 07.67951  114 11 25.43000        2.895        0.000        0.000    -0.005     0.005     0.007 3     -1.79970    0.58680  138.14750
 34167.850000 2047   22 18 07.67953  114 11 25.42999        2.895        0.000        0.000     0.000     0.012     0.005 3     -1.79530    0.58670  138.14880
 34167.950000 2047   22 18 07.67954  114 11 25.42997        2.896        0.000        0.000    -0.008     0.004     0.005 3     -1.79630    0.58640  138.14860
 34168.050000 2047   22 18 07.67956  114 11 25.42996        2.896        0.000        0.000     0.001     0.011     0.005 3     -1.79350    0.58280  138.14810
 34168.150000 2047   22 18 07.67957  114 11 25.42995        2.896        0.000        0.000    -0.012     0.003     0.003 3     -1.79770    0.58480  138.14820
 34168.250000 2047   22 18 07.67959  114 11 25.42993        2.896        0.000        0.000    -0.001     0.010     0.005 3     -1.78860    0.58440  138.14850
 34168.350000 2047   22 18 07.67960  114 11 25.42991        2.897        0.000        0.000    -0.004     0.004     0.006 3     -1.79210    0.58900  138.14820
 34168.450000 2047   22 18 07.67962  114 11 25.42991        2.897        0.000        0.000     0.003     0.014     0.007 3     -1.79550    0.58430  138.14800
 34168.550000 2047   22 18 07.67964  114 11 25.42990        2.897        0.000        0.000    -0.007     0.004     0.004 3     -1.80120    0.58460  138.14800
 34168.650000 2047   22 18 07.67965  114 11 25.42988        2.898        0.000        0.000    -0.003     0.012     0.008 3     -1.79460    0.58620  138.14800
 34168.750000 2047   22 18 07.67967  114 11 25.42985        2.898        0.000        0.000    -0.011     0.004     0.002 3     -1.79500    0.58890  138.14810
 34168.850000 2047   22 18 07.67968  114 11 25.42984        2.898        0.000        0.000    -0.002     0.011     0.011 3     -1.78990    0.58440  138.14650
 34168.950000 2047   22 18 07.67970  114 11 25.42982        2.899        0.000        0.000    -0.007     0.008    -0.002 3     -1.79920    0.58810  138.14870
 34169.050000 2047   22 18 07.67971  114 11 25.42981        2.899        0.000        0.000     0.000     0.001     0.010 3     -1.79360    0.57860  138.14830
 34169.150000 2047   22 18 07.67968  114 11 25.42981        2.898        0.000        0.000    -0.006     0.000    -0.007 3     -1.79560    0.57850  138.14820
 34169.250000 2047   22 18 07.67965  114 11 25.42981        2.898        0.000        0.000    -0.002     0.000     0.011 3     -1.78550    0.58320  138.14500
 34169.350000 2047   22 18 07.67962  114 11 25.42981        2.897        0.000        0.000    -0.001     0.000    -0.005 3     -1.78860    0.57900  138.14770
 34169.450000 2047   22 18 07.67960  114 11 25.42982        2.897        0.000        0.000    -0.001     0.006     0.013 3     -1.79410    0.57670  138.14750
 34169.550000 2047   22 18 07.67957  114 11 25.42982        2.897        0.000        0.000    -0.010    -0.003    -0.007 3     -1.80150    0.58250  138.14550
 34169.650000 2047   22 18 07.67954  114 11 25.42982        2.896        0.000        0.000    -0.006    -0.001     0.014 3     -1.78660    0.57230  138.14740
 34169.750000 2047   22 18 07.67951  114 11 25.42982        2.896        0.000        0.000    -0.002     0.008    -0.006 3     -1.79380    0.57660  138.14800
 34169.850000 2047   22 18 07.67949  114 11 25.42983        2.895        0.000        0.000    -0.004     0.001     0.012 3     -1.80560    0.58450  138.14730
 34169.950000 2047   22 18 07.67946  114 11 25.42983        2.895        0.000        0.000     0.000     0.004    -0.004 3     -1.80850    0.57700  138.15020
